book_name,author,genres_list,pages_format,first_published_year,rating,ratings_count,score,votes,book_url
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']","335 pages, Paperback",1935, 4.21 avg rating,"301,596 ratings","score: 18,462",291 people voted,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie
"Cannery Row (Cannery Row, #1)",John Steinbeck,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'American', 'Novels', 'Book Club']","181 pages, Paperback",1943, 4.06 avg rating,"153,498 ratings","score: 18,444",270 people voted,https://www.goodreads.com/book/show/4799.Cannery_Row
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Audiobook', 'Romance']","276 pages, Mass Market Paperback",1909, 4.23 avg rating,"224,203 ratings","score: 18,439",287 people voted,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,"['Romance', 'Young Adult', 'Enemies To Lovers', 'Contemporary', 'Fiction', 'Fake Dating', 'Audiobook']","356 pages, Hardcover",2021, 4.26 avg rating,"747,483 ratings","score: 18,278",197 people voted,https://www.goodreads.com/book/show/55710822-better-than-the-movies
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,"['Romance', 'Young Adult', 'LGBT', 'Fiction', 'Contemporary', 'Queer', 'Audiobook']","389 pages, Hardcover",2017, 3.75 avg rating,"862,620 ratings","score: 18,276",204 people voted,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens']","528 pages, Hardcover",2010, 4.10 avg rating,"424,527 ratings","score: 18,274",245 people voted,https://www.goodreads.com/book/show/7090447-the-red-pyramid
Are You My Mother?,P.D. Eastman,"['Childrens', 'Picture Books', 'Fiction', 'Animals', 'Classics', 'Family', 'Kids']","64 pages, Paperback",1960, 4.22 avg rating,"252,149 ratings","score: 18,266",276 people voted,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_
"Bared to You (Crossfire, #1)",Sylvia Day,"['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'Erotic Romance']","352 pages, Paperback",2012, 4.13 avg rating,"549,806 ratings","score: 18,183",214 people voted,https://www.goodreads.com/book/show/20448515-bared-to-you
I'll Give You the Sun,Jandy Nelson,"['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'LGBT', 'Queer', 'Realistic Fiction']","371 pages, Hardcover",2014, 4.15 avg rating,"356,835 ratings","score: 18,166",201 people voted,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
Cutting for Stone,Abraham   Verghese,"['Fiction', 'Book Club', 'Historical Fiction', 'Africa', 'Medicine', 'Ethiopia', 'Medical']","560 pages, Hardcover",2009, 4.33 avg rating,"425,079 ratings","score: 18,145",227 people voted,https://www.goodreads.com/book/show/3591262-cutting-for-stone
"Cry, the Beloved Country",Alan Paton,"['Fiction', 'Classics', 'Africa', 'Historical Fiction', 'South Africa', 'Book Club', 'Literature']","316 pages, Hardcover",1948, 3.93 avg rating,"79,392 ratings","score: 18,125",250 people voted,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country
"Torment (Fallen, #2)",Lauren Kate,"['Young Adult', 'Fantasy', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Supernatural']","452 pages, Hardcover",2010, 3.84 avg rating,"244,711 ratings","score: 18,069",234 people voted,https://www.goodreads.com/book/show/7740152-torment
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Dystopia', 'Fiction']","552 pages, Hardcover",2014, 4.40 avg rating,"403,033 ratings","score: 18,037",219 people voted,https://www.goodreads.com/book/show/13206828-cress
The Polar Express,Chris Van Allsburg,"['Picture Books', 'Childrens', 'Christmas', 'Fiction', 'Classics', 'Fantasy', 'Holiday']","32 pages, Hardcover",1985, 4.32 avg rating,"248,195 ratings","score: 18,029",287 people voted,https://www.goodreads.com/book/show/420282.The_Polar_Express
Sapiens: A Brief History of Humankind,Yuval Noah Harari,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Philosophy', 'Anthropology', 'Psychology']","512 pages, Paperback",2011, 4.34 avg rating,"1,248,362 ratings","score: 17,998",200 people voted,https://www.goodreads.com/book/show/23692271-sapiens
Normal People,Sally Rooney,"['Fiction', 'Romance', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Book Club', 'Ireland']","273 pages, Hardcover",2018, 3.81 avg rating,"1,842,997 ratings","score: 17,967",196 people voted,https://www.goodreads.com/book/show/41057294-normal-people
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,"['Romance', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'High School', 'Fiction', 'New Adult']","368 pages, Hardcover",2008, 4.04 avg rating,"263,288 ratings","score: 17,935",212 people voted,https://www.goodreads.com/book/show/4268157-perfect-chemistry
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']","224 pages, Paperback",1932, 4.21 avg rating,"285,085 ratings","score: 17,878",281 people voted,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,"['Fantasy', 'Young Adult', 'Dystopia', 'Angels', 'Paranormal', 'Romance', 'Urban Fantasy']","288 pages, Kindle Edition",2011, 4.10 avg rating,"198,482 ratings","score: 17,878",205 people voted,https://www.goodreads.com/book/show/15863832-angelfall
Sarah's Key,Tatiana de Rosnay,"['Historical Fiction', 'Fiction', 'Book Club', 'Holocaust', 'Historical', 'World War II', 'France']","294 pages, Hardcover",2006, 4.18 avg rating,"494,069 ratings","score: 17,876",236 people voted,https://www.goodreads.com/book/show/556602.Sarah_s_Key
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"['Nonfiction', 'Memoir', 'Adventure', 'Travel', 'Biography', 'History', 'Audiobook']","368 pages, Paperback",1997, 4.26 avg rating,"564,617 ratings","score: 17,848",251 people voted,https://www.goodreads.com/book/show/1898.Into_Thin_Air
"Red Rising (Red Rising Saga, #1)",Pierce Brown,"['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Young Adult', 'Audiobook', 'Book Club']","382 pages, Hardcover",2014, 4.27 avg rating,"747,900 ratings","score: 17,841",203 people voted,https://www.goodreads.com/book/show/15839976-red-rising
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Adventure']","224 pages, Paperback",1954, 3.91 avg rating,"389,886 ratings","score: 17,760",271 people voted,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Romance']","403 pages, Hardcover",2003, 3.80 avg rating,"225,513 ratings","score: 17,750",219 people voted,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Vampires']","1520 pages, Hardcover",2009, 4.55 avg rating,"68,935 ratings","score: 17,708",228 people voted,https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Paranormal']","488 pages, Hardcover",2012, 4.15 avg rating,"206,364 ratings","score: 17,641",204 people voted,https://www.goodreads.com/book/show/10576365-the-darkest-minds
"Chocolat (Chocolat, #1)",Joanne Harris,"['Fiction', 'Romance', 'Magical Realism', 'France', 'Fantasy', 'Contemporary', 'Historical Fiction']","306 pages, Paperback",1999, 3.96 avg rating,"130,991 ratings","score: 17,634",265 people voted,https://www.goodreads.com/book/show/47401.Chocolat
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Dystopia', 'Retellings', 'Fiction']","454 pages, Hardcover",2013, 4.23 avg rating,"459,267 ratings","score: 17,627",222 people voted,https://www.goodreads.com/book/show/13206760-scarlet
"Sabriel (Abhorsen, #1)",Garth Nix,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Audiobook', 'High Fantasy', 'Young Adult Fantasy']","491 pages, Mass Market Paperback",1995, 4.16 avg rating,"217,993 ratings","score: 17,617",217 people voted,https://www.goodreads.com/book/show/518848.Sabriel
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Novels', 'Philosophy']","468 pages, Paperback",1913, 4.16 avg rating,"68,001 ratings","score: 17,459",221 people voted,https://www.goodreads.com/book/show/12749.Swann_s_Way
No Country for Old Men,Cormac McCarthy,"['Fiction', 'Thriller', 'Westerns', 'Crime', 'Classics', 'Mystery', 'Literature']","309 pages, Paperback",2005, 4.17 avg rating,"244,718 ratings","score: 17,458",234 people voted,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men
The Westing Game,Ellen Raskin,"['Mystery', 'Fiction', 'Young Adult', 'Middle Grade', 'Classics', 'Childrens', 'Mystery Thriller']","182 pages, Paperback",1978, 3.99 avg rating,"233,987 ratings","score: 17,456",227 people voted,https://www.goodreads.com/book/show/902.The_Westing_Game
The Art of War,Sun Tzu,"['Classics', 'Nonfiction', 'Philosophy', 'History', 'War', 'Politics', 'Business']","170 pages, Paperback",501, 3.95 avg rating,"566,852 ratings","score: 17,409",243 people voted,https://www.goodreads.com/book/show/10534.The_Art_of_War
What Lies in the Woods,Kate Alice Marshall,"['Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Fiction', 'Horror', 'Book Club']","336 pages, Hardcover",2023, 3.94 avg rating,"198,439 ratings","score: 17,404",184 people voted,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods
The Last Lecture,Randy Pausch,"['Nonfiction', 'Memoir', 'Biography', 'Self Help', 'Philosophy', 'Inspirational', 'Book Club']","217 pages, Kindle Edition",2008, 4.26 avg rating,"362,727 ratings","score: 17,401",217 people voted,https://www.goodreads.com/book/show/40611510-the-last-lecture
The Summoning (Darkest Powers #1),Kelley Armstrong,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Romance', 'Magic']","390 pages, Hardcover",2008, 4.03 avg rating,"176,319 ratings","score: 17,370",217 people voted,https://www.goodreads.com/book/show/2800905-the-summoning
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Fiction']","440 pages, Hardcover",2011, 4.07 avg rating,"294,957 ratings","score: 17,263",222 people voted,https://www.goodreads.com/book/show/10637766-silence
Twelfth Night,William Shakespeare,"['Classics', 'Plays', 'Shakespeare', 'Drama', 'Fiction', 'School', 'Romance']","222 pages, Mass Market Paperback",1623, 3.96 avg rating,"193,920 ratings","score: 17,245",264 people voted,https://www.goodreads.com/book/show/1625.Twelfth_Night
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Mystery', 'Fiction', 'Horror']","456 pages, Kindle Edition",2011, 4.01 avg rating,"190,633 ratings","score: 17,181",198 people voted,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Romance', 'Paranormal']","440 pages, Hardcover",2010, 3.93 avg rating,"351,581 ratings","score: 17,172",220 people voted,https://www.goodreads.com/book/show/7747374-i-am-number-four
Just Listen,Sarah Dessen,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen']","371 pages, Hardcover",2006, 4.05 avg rating,"250,400 ratings","score: 17,129",210 people voted,https://www.goodreads.com/book/show/51738.Just_Listen
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,"['Paranormal', 'Vampires', 'Urban Fantasy', 'Romance', 'Fantasy', 'Paranormal Romance', 'Adult']","384 pages, Mass Market Paperback",2007, 4.13 avg rating,"164,540 ratings","score: 17,125",205 people voted,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Fairy Tales', 'Retellings', 'Middle Grade']","383 pages, Paperback",2003, 4.14 avg rating,"148,278 ratings","score: 17,014",211 people voted,https://www.goodreads.com/book/show/179064.The_Goose_Girl
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"['Nonfiction', 'Book Club', 'Memoir', 'Biography', 'Travel', 'Education', 'Middle East']","349 pages, Paperback",2006, 3.66 avg rating,"358,593 ratings","score: 17,004",232 people voted,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea
Lady Chatterley’s Lover,D.H. Lawrence,"['Classics', 'Fiction', 'Romance', 'Literature', 'Banned Books', 'Historical Fiction', 'Novels']","376 pages, Hardcover",1928, 3.50 avg rating,"137,302 ratings","score: 16,975",263 people voted,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover
I Capture the Castle,Dodie Smith,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Book Club', 'Coming Of Age']","408 pages, Hardcover",1948, 3.99 avg rating,"114,976 ratings","score: 16,922",217 people voted,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"['Fantasy', 'Romance', 'Young Adult', 'Romantasy', 'Fae', 'Fiction', 'Magic']","980 pages, Hardcover",2018, 4.71 avg rating,"1,062,372 ratings","score: 16,909",193 people voted,https://www.goodreads.com/book/show/33590260-kingdom-of-ash
Nine Stories,J.D. Salinger,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', '20th Century', 'Literary Fiction']","302 pages, Paperback",1953, 4.18 avg rating,"154,462 ratings","score: 16,778",224 people voted,https://www.goodreads.com/book/show/4009.Nine_Stories
"Ishmael (Ishmael, #1)",Daniel Quinn,"['Fiction', 'Philosophy', 'Spirituality', 'Classics', 'Fantasy', 'Book Club', 'Environment']","338 pages, Kindle Edition",1992, 4.01 avg rating,"104,059 ratings","score: 16,771",202 people voted,https://www.goodreads.com/book/show/40611328-ishmael
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space']","382 pages, Mass Market Paperback",1986, 4.11 avg rating,"270,362 ratings","score: 16,763",213 people voted,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead
"Trainspotting (Mark Renton, #2)",Irvine Welsh,"['Fiction', 'Contemporary', 'Classics', 'Scotland', 'Novels', 'Drugs', 'Crime']","431 pages, Paperback",1993, 4.11 avg rating,"178,261 ratings","score: 16,732",208 people voted,https://www.goodreads.com/book/show/135836.Trainspotting
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Magic']","294 pages, Paperback",1968, 4.16 avg rating,"121,945 ratings","score: 16,695",212 people voted,https://www.goodreads.com/book/show/29127.The_Last_Unicorn
The Truth About Forever,Sarah Dessen,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen']","374 pages, Paperback",2004, 4.12 avg rating,"226,156 ratings","score: 16,621",204 people voted,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']","291 pages, Mass Market Paperback",2004, 4.12 avg rating,"266,861 ratings","score: 16,504",223 people voted,https://www.goodreads.com/book/show/140077.Dead_to_the_World
Julius Caesar,William Shakespeare,"['Classics', 'Plays', 'Shakespeare', 'Fiction', 'Drama', 'School', 'Historical Fiction']","175 pages, Paperback",1599, 3.71 avg rating,"218,616 ratings","score: 16,475",261 people voted,https://www.goodreads.com/book/show/13006.Julius_Caesar
The Glass Castle,Jeannette Walls,"['Nonfiction', 'Memoir', 'Book Club', 'Biography', 'Biography Memoir', 'Audiobook', 'Autobiography']","288 pages, Paperback",2005, 4.33 avg rating,"1,353,813 ratings","score: 16,440",203 people voted,https://www.goodreads.com/book/show/7445.The_Glass_Castle
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,"['Historical Fiction', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'War', 'Russia']","637 pages, Paperback",2000, 4.29 avg rating,"94,172 ratings","score: 16,380",180 people voted,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"['Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Audiobook', 'Science Fiction Fantasy', 'Magic']","183 pages, Paperback",1968, 4.01 avg rating,"358,740 ratings","score: 16,366",216 people voted,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,"['Classics', 'Fiction', 'Philosophy', 'German Literature', 'Literature', 'Novels', 'Germany']","193 pages, Paperback",1919, 4.14 avg rating,"134,533 ratings","score: 16,357",201 people voted,https://www.goodreads.com/book/show/24861.Demian
